삭제(O 표시),업종,상호,리조트,지역,주소,전화,겸업,영업시간,홈페이지,인스타,등록ID
,렌탈샵,에스앤에스,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2054,0507-1383-9332,,매일 00:00~24:00,https://snsski.imweb.me,,45caf997-fc56-480f-9349-8d163bf7624c
,렌탈샵,엠엔엠,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 767 비발디파크렌탈샵 엠엔엠프리미엄샵,0507-1382-1627,,매일 00:00~24:00,http://pf.kakao.com/_MALwG,mnm_premiun_shop,87fd8757-0daa-4e72-be7a-cb63ecbb251a
,렌탈샵,이글루,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2235 이글루 렌탈샵,0507-1377-4366,,매일 00:00~24:00,https://smartstore.naver.com/igloorental,igloo_vivaldi,0d3b3b64-85ed-4cb0-a47a-32eb7ef6009f
,렌탈샵,인생렌탈샵,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2137 비발디파크인생렌탈샵,0507-1398-3539,,"토 08:00~04:00, 일 08:00~04:00, 월 08:00~24:00, 화 08:00~04:00, ",https://smartstore.naver.com/theliferental,vivaldi_liferental,f7dedbbb-0f90-4ed4-a3ae-896ee525f76e
,렌탈샵,잘난스키,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2167 1층 잘난스키,0507-1337-2631,판매,매일 08:00~03:00; 전화상담 가능시간은 08시 ~ 24시까지입니다.,https://smartstore.naver.com/jalnanski,jalnanski,6a6bfa66-cee8-47ce-93a8-7ac075f74a29
,렌탈샵,제이하우스렌탈샵,비발디파크,경기,경기도 양평군 단월면 단월로 390,,,,,,63deacbe-2917-4dd5-a795-0a0326d4bb5e
,렌탈샵,제임스보드,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 972 제임스보드,0507-1347-9897,,매일 07:00~04:00; 매주 월 화요일은오전 7시 부터 23시까지운영,https://smartstore.naver.com/jamesboard,,f7dc4fdf-b09d-4d43-b30c-0ccc3fa258e5
,렌탈샵,찌찌뽕,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2177 1층 찌찌뽕 렌탈샵,0507-1407-9227,,매일 00:00~24:00,http://zzbbong.kr,zzizzi.bbong,01c69c22-ce30-406a-bdb3-22f1bb0ac5a4
,렌탈샵,찐렌탈샵,비발디파크,강원,"강원특별자치도 홍천군 서면 한치골길 39 1, 2층",0507-1328-2250,판매,매일 08:00~04:30,https://smartstore.naver.com/jjinrental,5sungjun,2de7e93d-49d4-4b87-99da-3b893dc8d25a
,렌탈샵,챔피언 스키보드,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 702 비발디파크 렌탈샵 챔피언 스키보드,0507-1340-4912,,매일 08:00~23:00,https://championski.net,,5c6248b6-b173-4429-a017-aab9fecbb9c3
,렌탈샵,친절한렌탈샵,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 797 친절한렌탈샵,0507-1461-3089,,매일 00:00~24:00,http://www.kindrental.com,,2d833a74-175a-4853-b991-492c7607c673
,렌탈샵,캐럿하우스,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2121 비발디파크 렌탈샵 캐럿하우스,0507-1405-9654,,매일 00:00~24:00,https://smartstore.naver.com/azitsono,carr0t_house,a39c9a0d-30ac-4ce5-bb63-62ea911c7956
,렌탈샵,코리아,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 1000 코리아렌탈샵,,,매일 08:30~23:55 (브레이크 19:00~20:00),https://smartstore.naver.com,vivaldi_korea_ski,a1f2d372-5b3f-4d84-a820-a8628edc56a5
,렌탈샵,클럽나인,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2211 1층,,,매일 08:00~03:00,https://smartstore.naver.com/clubnine9,clubnine9,c54524af-4e5c-4195-9aec-8517fbabad9c
,렌탈샵,토마토,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 602 토마토렌탈샵,033-433-4933,,매일 07:30~24:00,https://www.v-tomato.com,vivaldi_tomato,4dda7ec4-4319-46d2-9b10-6d5b0314c09f
,렌탈샵,후루꾸,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2051-2,033-434-1055,,매일 00:00~24:00,,,8c30f4c8-c0a1-413c-8ee6-90951049b0ab
,렌탈샵,K2스키샵,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 45 K2 스키클럽,033-336-8866,판매,,,k2_ski_club,9010bc56-91fb-4f16-8441-e9b221f1fa18
,렌탈샵,겨울바라기,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 238 겨울바라기스키샵,033-336-9884,,매일 08:00~23:00; 영업중 ~ 23:00에 영업종료,http://www.joy-fun.co.kr,,521d812e-6b3d-4cc9-96e5-0089e9b1d680
,렌탈샵,겨울이야기,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 18 1층,0507-1315-3305,,매일 00:00~24:00,http://용평겨울이야기.com,winter3story,064c9cde-d271-473e-9250-4fa54454bb55
,렌탈샵,눈내리는겨울,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 236,0507-1409-9959,정비,매일 07:00~24:00,,,7be6f298-85e7-47ed-af74-75d7786faa68
,렌탈샵,닥터스노우렌탈샵,알펜시아,강원,"강원특별자치도 평창군 대관령면 올림픽로 56 101호, 102호, 103호",0507-1356-4233,,토 08:00~23:00 (브레이크 16:00~17:00); 일 08:00~23:00 (브레이크 16:00~,http://www.drsnow.kr,,cb745cb9-b86e-40c1-9ae4-c4167c2d231d
,렌탈샵,디스커버리렌탈샵,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 22 디스커버리,0507-1484-5571,,매일 08:00~23:00,,discovery_sns,dfab15e3-6f45-4fc9-977f-457391a578dd
,렌탈샵,레인보우,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 246 레인보우,0507-1403-5001,,매일 00:00~24:00,https://rainbowskishop.com,rainbow_ski_shop,1941621e-5a37-4182-bdda-c718d8b9866a
,렌탈샵,몬스터설인,알펜시아,강원,강원특별자치도 평창군 대관령면 삼현동1길 10-6,0507-1312-0932,판매,매일 08:30~22:00,http://www.salinski.co.kr,,b28fe5c7-bc4c-476f-95a7-7094b742cfe1
,렌탈샵,비버네렌탈샵,알펜시아,강원,강원특별자치도 평창군 대관령면 솔봉로 278-14 1층 102호,0507-1360-5721,,매일 00:00~24:00; 알펜시아&용평 리조트 겨울시즌 영업기간 동일하게 운영함,https://beavers.kr,beavers_ski_,4f0b0fc7-c12d-44a5-9066-dc23ea6cac72
,렌탈샵,스키911,알펜시아,강원,강원 평창군 대관령면 올림픽로 10 스키911,,,영업 중 / 23:00에 영업 종료 (현재상태만),,youngjong_an,8865f237-bb1f-4859-aa61-e1ba9ef3453c
,렌탈샵,스키여행,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 32 스키여행,0507-1420-1568,정비,매일 07:30~23:00; 시즌중에는 무휴,https://smartstore.naver.com/ski-travel,skitravel__,2fdb94d6-f2fd-4a2a-857a-8a00740e27b9
,렌탈샵,알프스렌탈샵,알펜시아,강원,강원특별자치도 평창군 대관령면 경강로 5178 1층 1호,033-336-1777,,매일 07:30~23:00,https://smartstore.naver.com/alpsski,,8eddff32-619b-4990-974e-e154b390d7c7
,렌탈샵,용평오대산레져,알펜시아,강원,강원 평창군 대관령면 올림픽로 242 1층,0507-1438-6625,정비,매일 00:00~24:00,http://www.ypski.net,p,b93ac483-025a-4238-a626-2d8df3397e2f
,렌탈샵,착한렌탈샵,알펜시아,강원,강원특별자치도 평창군 대관령면 솔봉로 260-3 착한렌탈샵,0507-1354-5989,,매일 08:00~23:00,,,d0a016e5-08be-4968-927e-cf28e8b7d52e
,렌탈샵,최강스키,알펜시아,강원,강원 평창군 대관령면 솔봉로 296 1층 112호,0507-1490-5903,,매일 00:00~24:00,,,e576637a-a541-478b-afc4-347a78130ce3
,렌탈샵,친절한렌탈샵,알펜시아,강원,강원특별자치도 평창군 대관령면 솔봉로 236-3 알펜시아 용평리조트 친절한렌탈샵,0507-1389-9263,,매일 08:00~23:55; 26년3월 8일부터 26년11월1일까지 휴무입니다,https://www.kindski.kr,,e45f3b36-82ba-482d-bf5f-24adb4ceb726
,렌탈샵,코리아레저스쿨,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 234,0507-1364-7811,,매일 07:00~24:00,http://koreals.co.kr,korealeisureschool,4a99242f-1d6b-4548-97a4-b89becd356ec
,렌탈샵,코리아레포츠스키샵,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 41 42-1,033-336-3875,판매,,,,97d10c29-7b07-4812-9fa1-4ddda76fc498
,렌탈샵,포인트스키,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 12,033-336-0297,정비,매일 07:30~23:00,http://www.pointski.com,pointski_yongpyong,3fc70c6c-62f8-4113-a8db-5ab1904f2c71
,렌탈샵,피셔스키,알펜시아,강원,강원특별자치도 평창군 대관령면 경강로 5170,033-336-9877,판매,매일 08:00~22:00,https://fischer.qrsvc.kr,,a15b9b26-1ac5-4dce-bb56-a62f99628c12
,렌탈샵,필라스키,알펜시아,강원,강원 평창군 대관령면 올림픽로 248,033-336-0005,,매일 00:00~24:00,,,a0746988-105c-4aa3-9785-4107ae75f0ec
,렌탈샵,환타피아,알펜시아,강원,강원특별자치도 평창군 대관령면 올림픽로 240 환타피아,0507-1365-2554,,매일 00:00~24:00,https://fantapia.qrsvc.kr,fantapia_rental,0f4778fb-db36-448c-aed3-4e3f51e4fa4d
,렌탈샵,간지택 스키,에덴밸리,경상,경상남도 양산시 어실로 505 간지택스키,0507-1416-2624,,매일 00:00~24:00,http://www.ganzitag.com,,a1366f38-c4a3-41c2-8fa0-e5feddf11b40
,렌탈샵,고고스키,에덴밸리,경상,경남 양산시 어곡동 어실로 218,,,,,,cfc9aebf-61cf-4145-9179-ba9b157e89dc
,렌탈샵,다모아레저,에덴밸리,경상,경상남도 양산시 원동면 고점길 50,,판매,매일 10:00~20:00,,,5ac6b652-2011-484c-8b01-f7cd55ceec3c
,렌탈샵,산타스키샵,에덴밸리,경상,경상남도 양산시 어실로 438 산타스키샵,,판매,매일 08:00~24:00,,,1e097dda-db35-494e-aad5-c25d08a2a966
,렌탈샵,스키타는고양이,에덴밸리,경상,경상남도 양산시 어실로 432 1층 스키타는고양이 스키샵,0507-1448-2321,판매,매일 08:30~20:00,,skypush79,1f50aa06-1777-46b0-8191-ed9478f0a28b
,렌탈샵,에덴밸리브이스키,에덴밸리,경상,경상남도 양산시 어실로 608 1층 에덴밸리브이스키,0507-1389-1320,,매일 00:00~24:00; 시즌중 연중무휴,http://vskishop.com,v_ski_shop,9c8176b2-b2e9-4d80-8586-bcd2b8395ada
,렌탈샵,에덴벨리 모두스키샵,에덴밸리,경상,경상남도 양산시 어실로 440 1층 모두스키샵,0507-1367-2385,판매,매일 09:00~21:00,https://modooski.imweb.me,modoo_ski,6021efee-1165-47a9-94d4-30f39a701bc7
,렌탈샵,에덴벨리 펀박스스키샵,에덴밸리,경상,경상남도 양산시 어실로 498,0507-1420-7793,판매,매일 09:00~21:00,http://www.funboxsnow.co.kr,funbox_snow,cdb3896d-031e-42bf-8058-997d466a7a34
,렌탈샵,에덴벨리에이스스키샵,에덴밸리,경상,경상남도 양산시 어실로 541 에덴밸리 에이스스키샵,055-372-4546,판매,매일 00:00~24:00,http://aceski.net,,b1355930-50b6-444f-bbbb-d7c82e42337f
,렌탈샵,위스키,에덴밸리,경상,경상남도 양산시 어실로 434,,,매일 11:00~24:00,,weski1880,894b7004-8a08-4394-8d44-248d895d8fd6
,렌탈샵,펠리체렌탈샵,에덴밸리,경상,경상남도 양산시 원동면 어실로 1391,,,,,,3f0bae27-8fe2-4d30-9f84-e37bde1cccf6
,렌탈샵,강촌슈퍼맨,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 서백길 86-4 강촌슈퍼맨,033-262-9117,,매일 08:00~22:00,http://www.kcsm.co.kr,,6ac285af-1744-451c-84d0-acddef063a15
,렌탈샵,넘버원스키,엘리시안강촌,강원,강원 춘천시 남산면 서백길 66 1층,0507-1330-8349,판매,매일 08:00~22:00,,,613d85cd-32f8-4e8b-8ef5-f2371447e262
,렌탈샵,맥시멈,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 강촌로 56 1층,0507-1319-4667,판매,"토 08:00~03:00, 일 08:00~24:00, 월 08:00~24:00, 화 08:00~24:00, ",http://www.maximumski.co.kr,,2b0c7ff2-1ce2-462d-8a6e-d5f0c650b574
,렌탈샵,모비딕스키,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 서백길 37 모비딕스키,0507-1313-6776,,"토 08:00~22:00, 일 08:00~22:00, 월 08:00~17:00, 화 08:00~17:00, ",https://www.mobydickski.com,mobydick3333,24f61ab6-a1cd-4f5d-9f18-766468733ec0
,렌탈샵,비젼,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 북한강변길 906 엘리시안 강촌 렌탈샵 스키강습 비젼,0507-1456-3118,,매일 08:00~24:00,http://gcvision.co.kr,vision_ski_,3e9ab273-fd8a-488a-abe1-d6537f0c8371
,렌탈샵,스노우,엘리시안강촌,강원,강원 춘천시 남산면 서백길 81,,판매,,http://www.thesnow.co.kr,,e76fccf7-a3be-40d3-82c0-1a504b302eca
,렌탈샵,스카이스키샵,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 서백길 80,0507-1408-1580,판매,,http://sky-ski.co.kr,,85f7973a-982e-41df-8b1b-7232df2971fd
,렌탈샵,스키&보드타운,엘리시안강촌,강원,강원 춘천시 남산면 서백길 68,033-264-5800,,,http://www.extreme-ski.com,,894cd328-e971-4d95-ba42-73873083e666
,렌탈샵,스타,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 강촌로 72 1층 엘리시안강촌 스타 렌탈샵,0507-1449-1474,판매,매일 00:00~24:00,http://www.gcstar.kr,star_rent_,ee560b03-82e2-4ae3-9721-a8d029c81a3d
,렌탈샵,엉클렌탈샵,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 강촌로 111 1층 엉클렌탈샵,0507-1462-1710,,매일 08:00~24:00,https://uncle0000.cafe24.com,uncle_rentalshop,6fc35076-1bcc-44cb-aa5e-23d8f7331db4
,렌탈샵,와우,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 강촌길 41-1 엘리시안 강촌 렌탈샵 와우 스키강습 센터,0507-1336-9887,정비,매일 08:00~24:00; 겨울시즌무휴,http://www.gangcheonwow.com,wowski7,f82664dd-5772-431f-8f0c-919ecbb47ae9
,렌탈샵,월드스키,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 서백길 75 엘리시안강촌 렌탈샵 월드스키,033-263-0075,판매,매일 08:00~22:30; 3월 5일 목요일까지 영업합니다.,https://gwski.co.kr,,f4190591-dfcf-4913-8edf-d265fd947c44
,렌탈샵,캐나다,엘리시안강촌,강원,강원특별자치도 춘천시 남산면 강촌로 87 엘리시안강촌 캐나다 스키강습 렌탈샵,0507-1448-3343,판매,매일 00:00~24:00,https://캐나다스키.com,elysian.canadaski,d98cef20-974b-45e5-bd06-fc47dbfa3358
,렌탈샵,SNB,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 265 오크밸리SNB렌탈샵,0507-1367-2902,,"토 08:00~24:00, 일 08:00~22:00, 월 08:00~22:00, 화 08:00~22:00, ",https://smartstore.naver.com/snbproshop,oakvalley_snbshop,bf4b1f1e-55e1-464d-b8e3-b2abeffbb1a4
,렌탈샵,강윤정프로샵,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 216 1층 103호,0507-1489-4320,,매일 07:00~23:00,http://www.kangpro.co.kr,kyj_proshop,1c4e107f-c649-46cf-86af-2465a1dded8d
,렌탈샵,넌스키난보드,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 132 넌스키난보드,0507-1324-0224,,매일 07:30~24:00,http://ski1004.com,,589375a4-eb3f-48a9-b422-da516d459f51
,렌탈샵,더 잘타짐,오크밸리,강원,강원특별자치도 원주시 지정면 오크밸리2길 15 1층 더잘타짐,0507-1421-2603,,매일 08:00~23:00,,lnpcompany_,2b4f9742-fb37-4046-872f-32a5fb8e863a
,렌탈샵,레옹,오크밸리,강원,강원특별자치도 원주시 지정면 오크밸리2길 22 1층 103호 오크밸리 렌탈샵 레옹,0507-1464-4566,,매일 08:00~24:00,https://leon-oakvalley.imweb.me,leon_skishop,1c1bd0dc-589d-40eb-87b0-1791784b0047
,렌탈샵,몽스키,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 282 1층,0507-1383-0129,,매일 00:00~24:00,http://www.mongski.com/default,mongski1,0257c2d7-2955-44d6-aeda-a6596dccb889
,렌탈샵,스키타니,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 269 오크밸리스키샵 스키타니,,,매일 08:00~23:50,http://www.skitani.co.kr,,0762160e-1109-4022-9bdf-0795ac16c08d
,렌탈샵,야옹이,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 52 오크밸리 야옹이렌탈샵,0507-1465-2258,,"토 08:00~24:00, 일 08:00~22:00, 월 08:00~22:00, 화 08:00~22:00, ",https://smartstore.naver.com/catski,,e1b8252f-e0c4-418d-87fb-98d930305977
,렌탈샵,잠빌,오크밸리,강원,강원 원주시 지정면 오얏길 2,070-4603-2121,,"토 정기휴무, 일 정기휴무, 월 08:00~17:00, 화 08:00~17:00, 수 08:00~17:00,",http://jambil.co.kr,,db2f9680-5e30-4887-a71a-2c0901ea92e5
,렌탈샵,전진스키보드,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 264 B동2층,0507-1306-7206,,매일 07:30~24:00,https://smartstore.naver.com/junjinski,,d05287e6-53f3-4290-ac75-f71fcc7362c8
,렌탈샵,캐나다SAM 오크밸리점,오크밸리,강원,강원특별자치도 원주시 지정면 구재로 300 캐나다SAM 오크밸리점,0507-1355-8908,,매일 00:00~24:00,https://smartstore.naver.com/canada_sam,,49d17f1d-c73e-4908-9e6c-eee08ee3e577
,렌탈샵,타요스키샵,오크밸리,강원,강원특별자치도 원주시 지정면 오크밸리2길 6,0507-1347-0094,판매,매일 08:00~24:00,,tayoski0082,3b69d8f1-ed00-4da1-a576-abf76a77745a
,렌탈샵,토미,오크밸리,강원,강원특별자치도 원주시 지정면 오크밸리2길 18,0507-1351-1542,정비,매일 07:30~23:00; 이용시간 +30분까지 반납부탁드립니다.,,arajo2433,80056317-0022-459c-9d69-3f287f42f443
,렌탈샵,화이트스포츠,오크밸리,강원,강원 원주시 지정면 월송석화로 580,0507-1398-6666,판매,매일 08:00~23:00,,,2f443ca4-8bf4-4355-8358-7cccb4edac7c
,렌탈샵,O2스키샵,오투리조트,강원,강원특별자치도 태백시 오투로 145,,판매,,,,3ea839da-de97-47db-ac21-a4d406f39d98
,렌탈샵,O2원스키,오투리조트,강원,강원 태백시 황지동 오투로 127,033-553-1180,,,,,33ca1f5b-0172-4e55-a003-51ab8644e466
,렌탈샵,국가대표스키샵,오투리조트,강원,강원특별자치도 태백시 오투로 143-3,033-553-0981,판매,,,,c34f14a5-3e1f-42cd-bb7b-91b5890225b1
,렌탈샵,땡스키샵,오투리조트,강원,강원특별자치도 태백시 오투로 237,,판매,,,,c201dace-52a1-4ae6-93ab-76e4f814ada5
,렌탈샵,스노우 월드,오투리조트,강원,강원특별자치도 태백시 오투로 149 스노우월드스키샵,,,"토 08:00~22:30, 일 08:00~17:30, 월 08:30~17:30, 화 08:30~17:30, ",,,c7e363b1-5c70-432e-b18a-1c3538361fa8
,렌탈샵,오투패밀리,오투리조트,강원,강원 태백시 황지동 오투로 109,033-553-4852,,,,,666f9ed0-4f0a-4fcf-8de2-58710dc4131e
,렌탈샵,첫눈,오투리조트,강원,강원 태백시 황지동 오투로 233,,,,,,b2f801a0-0856-4a1d-8fa6-b031cb9005b7
,렌탈샵,스노우밸리,용평리조트,강원,강원 평창군 대관령면 올림픽로 454-47,,,,,,4763b548-cd8a-4210-8e88-25893719d1de
,렌탈샵,스키에스오에스,용평리조트,강원,강원 평창군 대관령면 올림픽로 715,033-330-7598,,,,,fcdb30dc-e0d1-46d8-b9a7-f5d9bb85d15e
,렌탈샵,스키존,용평리조트,강원,강원특별자치도 평창군 대관령면 올림픽로 193,033-335-5114,,매일 08:00~23:00,http://www.yp-skizone.com,,2cfe942f-d8b3-4cca-9931-c866462422af
,렌탈샵,아웃바운더리,용평리조트,강원,강원특별자치도 평창군 대관령면 용산리 125-1 용평타워프라자1층,0507-1468-9870,판매,"토 09:00~20:00, 일 09:00~18:00, 월 09:00~18:00, 화 09:00~18:00, ",https://smartstore.naver.com/oohome,baejangfilm,58c23d10-d9c1-4ac8-948e-5e6af1a42398
,렌탈샵,이엠스포츠,용평리조트,강원,강원특별자치도 평창군 대관령면 오목길 107 평창라마다호텔 1F 이엠스포츠,0507-1344-8134,,매일 08:00~22:00,https://emsports.co.kr,emsports2477,89724fc9-8d76-467e-a395-df6793eae6f4
,렌탈샵,타타타렌탈샵,용평리조트,강원,강원특별자치도 평창군 대관령면 삼현동1길 10-4 3동 101호,0507-1307-0866,,매일 08:00~24:00,https://smartstore.naver.com/finsski,tatata_ski,7ff35a98-f7f0-492a-9ac2-64f310446869
,렌탈샵,W스키,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 265,033-345-7779,,매일 00:00~24:00,https://wski.kr/main/index.php,wski_wellihillipark.branch,92e5e841-b535-4cc0-b57b-bf6cb9c62f61
,렌탈샵,네이버스키닷컴,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로398번길 7 1층,,,매일 08:00~23:00,,,3dbbcb4a-b080-41cd-bae2-c2361bd8fbec
,렌탈샵,대관령 스포츠,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 217 218,0507-1476-2120,,매일 00:00~24:00,http://wellski.co.kr,,d1f35852-f799-4293-8c8d-5e4a6c010f15
,렌탈샵,드림월드프로샵,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 397 1층,0507-1428-2054,판매 정비,매일 08:30~23:00; 스키장 운영 마감시간+30분에 종료 합니다~,,,1eae3c57-b19f-43fc-b7f0-044c17370b9b
,렌탈샵,록키스키,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 389 록키스키,033-342-8768,,"토 08:00~24:00, 일 08:00~23:00, 월 08:00~23:00, 화 08:00~23:00, ",http://www.rockyski.com,,25e06b95-568e-4ccf-a6b6-1a3833c3c74d
,렌탈샵,백야,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로412번길 1-8 1층,0507-1370-4407,,매일 08:00~24:00,https://smartstore.naver.com/theparantour,wellihilli100ya,6cf73768-7cfe-4602-9ee7-a0f1e89e0388
,렌탈샵,성우버튼샵,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 자포곡리 428-11,033-345-1215,,"토 정기휴무, 일 정기휴무, 월 00:00~24:00, 화 00:00~24:00, 수 00:00~24:00,",,,b6fb2709-c91f-4138-942a-051702f78d92
,렌탈샵,성우스키보드,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 419,033-345-5735,,매일 00:00~24:00,,,9345733d-e729-4928-a35f-5bbff6703012
,렌탈샵,스노우파크스키하우스,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 451,,,,,,c9811530-c91a-452a-815b-2402c0d0edc7
,렌탈샵,스키911,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 162 웰리힐리파크 렌탈샵 스키911,0507-1414-9119,,매일 07:30~24:00,http://www.ski-911.com,,519dec4b-5b76-45cc-b038-d0aade16a2a3
,렌탈샵,스키짱주인짱,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 98,,,,http://skijjang.itrocks.kr,,c899e443-05c7-4376-90fc-caba4e86a487
,렌탈샵,아스펜,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 267 아스펜,,정비,"토 07:00~24:00, 일 07:00~24:00, 월 07:00~23:00, 화 07:00~23:00, ",http://aspen.itrocks.kr,,22d35e93-26e8-46b7-b2ed-f88dc9f21a88
,렌탈샵,어게인,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 276 어게인,,판매,,,,fd1a60be-c942-4192-be2d-939a9ee0557a
,렌탈샵,오리온스,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로412번길 6-1,033-342-9784,판매,매일 08:00~22:00,http://www.skiorions.co.kr,,2eaa615c-ecde-44d0-9c99-e65bb8c5c943
,렌탈샵,용성레포츠,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 429 용성레포츠,033-342-4235,,매일 08:00~00:30,http://www.ysleports.co.kr,,fc8f185f-c936-4665-a55d-6678b07ec636
,렌탈샵,월드스키,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 112 월드스키,0507-1472-4222,정비,매일 00:00~24:00,,,b7a5b3d2-0618-4dad-82ea-cae529a1d521
,렌탈샵,웰리힐리파크 렌탈샵,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 222,,,매일 00:00~24:00,http://wellski.co.kr,,275415f9-6507-45d4-8a5a-f1755d948294
,렌탈샵,유스키,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 204,033-345-3824,,,,,1985ae0f-45d6-4617-aa2b-77f0e4431654
,렌탈샵,인수봉스키보드,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 373,033-344-3444,,,,,e047f2e3-e03b-4f10-b3cb-25c1c75da77e
,렌탈샵,친구사이,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 390,033-344-7942,정비,매일 08:30~22:30,http://pf.kakao.com/_PcxfNxj,7942ski,fa47eb1c-211d-45ad-b4a2-a0745e6eae89
,렌탈샵,쿨보딩,웰리힐리파크,강원,강원 횡성군 둔내면 고원로 92,033-345-4004,,,,,b75acb29-7310-470d-848b-2352f587ff6a
,렌탈샵,태백산맥스키샵,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로 90,033-344-1072,판매,,,,1f087290-2ed2-43a4-a802-67e19901df53
,렌탈샵,화이트스포츠,웰리힐리파크,강원,강원특별자치도 횡성군 둔내면 고원로398번길 15-1,033-342-9800,,,http://www.whitesports.co.kr,,f87414dc-cb2d-4392-ba3c-e73211b95305
,렌탈샵,휴스키&보드,웰리힐리파크,강원,강원 횡성군 둔내면 고원로260번길 6,,,,,,fa357c64-0976-4e6d-8395-50d7b810ab37
,렌탈샵,R렌탈샵,지산리조트,경기,경기도 이천시 마장면 지산로 138 1층,0507-1342-8068,,매일 00:00~24:00,https://smartstore.naver.com/rshop_,r__jisan,c8f67045-839b-46c2-a127-751d7213d1f6
,렌탈샵,S스키샵,지산리조트,경기,경기도 이천시 마장면 덕평로 798 1동,0507-1302-6334,판매,매일 09:00~22:00,,,9db67e15-17cf-4d0a-8501-3f29ffbfcd4e
,렌탈샵,골든스포츠,지산리조트,경기,경기도 이천시 마장면 지산로 86,0507-1333-1567,,매일 00:00~24:00,http://골든스포츠.com,goldensports_jisan,49e37c60-4702-4754-be3d-7e1afcf2acef
,렌탈샵,그라운드,지산리조트,경기,경기도 이천시 마장면 지산로 216 지산리조트렌탈샵그라운드,0507-1343-0262,,매일 00:00~24:00,https://ground-jisan.imweb.me,stories,85ebfe5c-aab4-497f-9b0d-cd41ffd8a040
,렌탈샵,날아라슈퍼보드,지산리조트,경기,경기 용인시 처인구 양지읍 남평로 88 1층 날아라슈퍼보드렌탈샵,031-335-0202,,,,,f09c08f8-9ece-41ee-9032-c551a41e4608
,렌탈샵,눈사람,지산리조트,경기,경기도 이천시 마장면 지산로 244 지산리조트 눈사람,031-636-4030,판매,매일 08:00~03:00; 스키장 운영 시간에 맞추어 영업합니다.,http://www.snowmanski.com,snowman_jisan_,1bdee293-fa95-4b45-88da-5a0a4b40642a
